68.426625 -0.000000 0.000000 0.000000
29.160959 -0.000001 -0.000002 -0.000001
16.853229 0.000004 -0.000006 -0.000005
21.640798 0.000003 -0.000013 -0.000005
7.266358 0.000011 0.000035 0.000022
44.659942 0.000011 0.000035 0.000021
16.957607 0.000002 0.000034 0.000021
5.924234 -0.000019 0.000171 0.000185
5.399926 0.000351 0.000021 0.000356
68.426625 0.000000 -0.000000 -0.000000
92.486656 0.000000 -0.000000 -0.000000
84.504541 0.000000 -0.000000 -0.000000
84.004122 0.000000 -0.000000 -0.000000
62.497711 0.000000 -0.000001 -0.000001
89.490941 0.000000 -0.000001 -0.000001
66.918755 0.000000 -0.000001 -0.000001
62.717658 0.000001 -0.000001 -0.000001
69.929979 0.000001 -0.000002 -0.000002
29.160959 0.000001 0.000002 0.000001
92.486656 0.000001 0.000002 0.000001
24.881506 0.000002 0.000004 0.000001
13.014390 0.000007 0.000007 0.000011
36.380183 0.000007 0.000008 0.000012
54.877282 0.000007 0.000008 0.000012
27.080466 0.000007 0.000010 0.000013
34.356108 0.000007 0.000013 0.000014
30.111727 0.000011 0.000019 0.000018
16.853229 -0.000004 0.000004 0.000004
84.504541 -0.000004 0.000004 0.000004
24.881506 -0.000006 0.000002 0.000004
19.956856 -0.000008 -0.000000 0.000006
22.146972 -0.000010 0.000002 0.000007
45.168339 -0.000010 0.000002 0.000007
29.523089 -0.000011 0.000002 0.000008
22.014796 -0.000015 0.000006 0.000012
14.958331 -0.000026 0.000018 0.000034
21.640798 0.000001 0.000007 0.000000
84.004122 0.000001 0.000007 0.000001
13.014390 -0.000004 0.000004 -0.000009
19.956856 -0.000002 0.000007 -0.000011
28.347187 -0.000001 0.000010 -0.000011
57.859700 -0.000001 0.000010 -0.000011
23.950336 -0.000004 0.000013 -0.000011
25.991716 -0.000003 0.000022 -0.000009
20.975374 0.000004 0.000044 -0.000005
7.266358 -0.000008 -0.000048 -0.000027
62.497711 -0.000008 -0.000048 -0.000027
36.380183 -0.000009 -0.000049 -0.000027
22.146972 -0.000007 -0.000051 -0.000029
28.347187 -0.000008 -0.000054 -0.000030
45.103000 -0.000008 -0.000054 -0.000030
20.357974 -0.000011 -0.000056 -0.000031
3.129948 -0.000296 -0.000486 0.000141
8.974367 -0.000252 -0.000587 0.000124
44.659942 0.000000 -0.000000 0.000000
89.490941 0.000000 -0.000000 0.000000
54.877282 0.000000 -0.000000 0.000000
45.168339 0.000000 -0.000000 0.000000
57.859700 0.000000 -0.000000 0.000001
45.103000 0.000000 -0.000001 0.000001
46.953654 0.000000 -0.000001 0.000001
46.809308 0.000000 -0.000001 0.000001
48.107362 0.000000 -0.000001 0.000002
16.957607 0.000009 0.000001 0.000000
66.918755 0.000009 0.000002 0.000000
27.080466 0.000009 -0.000000 -0.000000
29.523089 0.000010 -0.000000 -0.000001
23.950336 0.000013 -0.000003 -0.000001
20.357974 0.000016 -0.000001 -0.000000
46.953654 0.000017 -0.000001 -0.000000
18.156957 0.000029 0.000004 0.000004
21.519091 0.000045 0.000004 0.000006
5.924234 0.000021 -0.000137 -0.000164
62.717658 0.000021 -0.000137 -0.000163
34.356108 0.000020 -0.000140 -0.000165
22.014796 0.000024 -0.000144 -0.000170
25.991716 0.000023 -0.000153 -0.000172
3.129948 0.000308 0.000277 -0.000344
46.809308 0.000308 0.000277 -0.000345
18.156957 0.000296 0.000273 -0.000348
8.028571 0.000525 0.000022 -0.000454
5.399926 -0.000369 0.000150 -0.000171
69.929979 -0.000370 0.000150 -0.000170
30.111727 -0.000373 0.000144 -0.000174
14.958331 -0.000362 0.000132 -0.000195
20.975374 -0.000369 0.000109 -0.000199
8.974367 -0.000413 0.000210 -0.000182
48.107362 -0.000413 0.000210 -0.000183
21.519091 -0.000429 0.000210 -0.000185
8.028571 -0.000659 0.000460 -0.000079
