0.318907 0.335544 197.955795 0.209995
143.623276 -38.359283 27.229858 0.003501
0.299529 1.875978 199.605347 0.177099
-6.221498 15.354449 195.368881 0.033231
-0.392691 -1.587383 198.830093 0.137954
9.995198 -3.476907 189.954269 0.061637
13.211396 9.875972 188.630737 0.047025
-3.355350 0.778148 198.828934 0.161582
47.624313 37.986782 240.539871 0.016492
31.918325 -26.594973 169.278488 0.009913
-13.196193 7.222387 197.151474 0.029700
18.214794 3.981694 200.475525 0.023984
8.982862 3.882576 202.766922 0.030171
-0.306555 1.514952 197.707794 0.191564
1.325423 -0.554491 197.664124 0.076003
0.828089 -1.300992 197.385025 0.131492
0.844128 3.963565 182.795761 0.023926
-1.078701 -0.503927 199.525986 0.155700
-8.468898 -10.936970 204.887909 0.063202
-6.857609 2.220139 201.749558 0.048376
-0.553306 1.868340 199.838837 0.181490
-3.385504 10.897461 191.341537 0.075593
7.599502 18.933859 205.073517 0.021260
69.846153 -159.381332 365.593933 0.002437
-238.648788 383.806946 -304.281921 0.000952
3.698251 1.688504 196.113190 0.057815
9.371676 -17.729761 184.176727 0.013002
-3.694951 -19.100679 200.583313 0.040625
4.399975 -1.381230 200.302109 0.111330
1.581917 2.284039 197.510529 0.144505
-1.460963 8.323599 192.845245 0.093531
0.981261 2.269397 195.772873 0.069478
-14.264971 -3.148438 203.638229 0.059813
-20.377977 129.097504 218.809647 0.009542
-19.199223 -8.548724 202.407867 0.040716
42.875881 12.581852 182.710373 0.028254
-3.582821 9.731071 191.257553 0.055319
-42.915794 7.780914 201.496826 0.010197
-0.934667 -0.380381 198.435272 0.086507
-5.386023 8.303779 169.332184 0.016249
10.766745 -14.327903 197.391953 0.049925
-25.578831 -14.029591 406.429443 0.006993
1.608407 5.892857 203.431992 0.110336
-0.875759 4.218040 197.501755 0.143483
104.970230 -120.241699 566.898071 0.004018
6.031655 -9.270668 203.089523 0.085567
-13.835914 -10.123374 170.272461 0.029647
-9.173873 11.723858 198.146225 0.025433
-16.407665 85.911758 184.814392 0.010578
119.477402 -10.299109 164.629440 0.004872
0.140410 15.075870 173.992722 0.036433
-5.489473 2.324901 197.321030 0.131598
-0.247256 -1.968541 203.472473 0.112134
-3.461288 1.389132 203.340790 0.106329
-31.091957 13.820516 177.015274 0.013261
-46.139938 7.191797 289.397247 0.005730
20.906380 14.884330 187.405731 0.017719
12.531637 88.222099 201.945328 0.006908
0.670289 13.694357 204.720032 0.062257
-17.101501 4.154834 165.120483 0.019815
-1.118680 -4.512710 197.162292 0.130309
0.253499 2.544843 200.266113 0.120443
5.915089 2.676758 189.586884 0.037185
-18.630501 -17.772600 208.674072 0.009620
0.305421 9.745609 179.109848 0.056858
-1.549992 -1.159217 197.915070 0.076352
12.461345 -56.190517 184.229187 0.018661
-1.807145 10.786318 207.071808 0.029667
-13.004074 5.445205 204.234573 0.073106
-26.837849 -5.989338 204.554382 0.044216
1.917132 0.824562 198.815979 0.158869
641.456726 197.568268 -213.868744 0.002079
-7.522274 -44.273075 195.989120 0.028617
-1.824223 8.133771 178.063126 0.049337
1.557972 -3.811142 222.269318 0.046041
35.698891 0.771489 132.647141 0.007658
-2.907856 -20.949152 216.720901 0.039855
-1.027391 -1.190360 197.688965 0.175131
0.026092 -1.037933 197.102615 0.157546
1.198669 0.043059 196.914825 0.070569
5.247925 2.954125 191.750442 0.040517
0.263775 -2.246138 199.829453 0.170617
371.338898 -413.742767 -599.635986 0.000663
-4.962008 -2.876558 198.630264 0.079514
-10.371885 2.844823 213.084854 0.024110
-1.102154 1.210510 198.547180 0.182874
16.769506 -1.609112 216.752655 0.017252
-10.212524 24.478739 194.876434 0.017767
-2.793550 1.577186 196.359650 0.131660
-1.457847 3.635012 189.356613 0.097662
-14.272296 43.595310 217.935226 0.015016
-0.752041 0.971814 201.456512 0.165627
-1.375164 3.398389 143.049850 0.023004
0.342093 4.216115 184.590103 0.072048
-9.677398 1.835011 195.992371 0.054114
-3.351273 -1.573766 192.198700 0.077067
24.358068 -23.208801 200.484573 0.029282
-138.716187 48.462368 95.361008 0.002874
